DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Notificação por Município de notificação e Div.adm.estadual de notific
Período:2009
"Município de notificação";"3501 Grande São Paulo";"3502 Araçatuba";"3503 Araraquara";"3504 Baixada Santista";"3505 Barretos";"3506 Bauru";"3507 Campinas";"3508 Franca";"3509 Marília";"3510 Piracicaba";"3511 Presidente Prudente";"3512 Registro";"3513 Ribeirão Preto";"3514 São João da Boa Vista";"3515 São José do Rio Preto";"3516 Sorocaba";"3517 Taubaté";"Total"
"350810 Buritama";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"350840 Cabreúva";-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;5
"350900 Caieiras";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"350930 Cajobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"350940 Cajuru";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;23
"350950 Campinas";-;-;-;-;-;-;370;-;-;-;-;-;-;-;-;-;-;370
"350960 Campo Limpo Paulista";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"351000 Cândido Mota";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351020 Capão Bonito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;5
"351040 Capivari";-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"351050 Caraguatatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;27
"351060 Carapicuíba";31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"351070 Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;179;-;-;179
"351080 Casa Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;19
"351100 Castilho";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351110 Catanduva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;41
"351130 Cedral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;19
"351140 Cerqueira César";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351150 Cerquilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351170 Charqueada";-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
"355720 Chavantes";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351190 Clementina";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351200 Colina";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;10
"351210 Colômbia";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3
"351220 Conchal";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"351230 Conchas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351240 Cordeirópolis";-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;6
"351250 Coroados";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"351280 Cosmópolis";-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;13
"351290 Cosmorama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"351300 Cotia";13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351310 Cravinhos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351340 Cruzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"351350 Cubatão";-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"351370 Descalvado";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351380 Diadema";9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"351420 Dolcinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351440 Dracena";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;12
"351470 Echaporã";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351480 Eldorado";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"351500 Embu das Artes";5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"351515 Engenheiro Coelho";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351520 Estrela d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;115
"351560 Fernando Prestes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351550 Fernandópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;412;-;-;412
"351570 Ferraz de Vasconcelos";12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"351600 Flórida Paulista";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"351620 Franca";-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;28
"351630 Francisco Morato";21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"351640 Franco da Rocha";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351685 Gavião Peixoto";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351700 Getulina";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351730 Guaimbê";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351740 Guaíra";-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;78
"351750 Guapiaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"351770 Guará";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;4
"351780 Guaraçaí";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"351820 Guararapes";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"351860 Guariba";-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;3
"351870 Guarujá";-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;115
"351880 Guarulhos";86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86
"351885 Guatapará";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351900 Herculândia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351905 Holambra";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"351907 Hortolândia";-;-;-;-;-;-;306;-;-;-;-;-;-;-;-;-;-;306
"351940 Ibirá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351960 Ibitinga";-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;145
"351980 Icém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;22
"351990 Iepê";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352000 Igaraçu do Tietê";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"352010 Igarapava";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;3
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352044 Ilha Solteira";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352040 Ilhabela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;73
"352050 Indaiatuba";-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;46
"352060 Indiana";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352070 Indiaporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;93
"352080 Inúbia Paulista";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352100 Iperó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;7
"352115 Ipiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;14
"352130 Ipuã";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"352140 Iracemápolis";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352160 Irapuru";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352190 Itajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"352210 Itanhaém";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352220 Itapecerica da Serra";8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"352230 Itapetininga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"352250 Itapevi";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352260 Itapira";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;4
"352270 Itápolis";-;-;287;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287
"352300 Itapura";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"352310 Itaquaquecetuba";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352340 Itatiba";-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;11
"352360 Itirapina";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"352390 Itu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101;-;101
"352400 Itupeva";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"352410 Ituverava";-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;18
"352430 Jaboticabal";-;-;-;-;-;-;-;-;-;-;-;-;212;-;-;-;-;212
"352440 Jacareí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;19
"352460 Jacupiranga";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352470 Jaguariúna";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"352480 Jales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;41
"352500 Jandira";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352510 Jardinópolis";-;-;-;-;-;-;-;-;-;-;-;-;238;-;-;-;-;238
"352520 Jarinu";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"352530 Jaú";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3
"352540 Jeriquara";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"352580 Júlio Mesquita";-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;22
"352590 Jundiaí";-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;14
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"352620 Juquitiba";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352630 Lagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"352670 Leme";-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;26
"352690 Limeira";-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;51
"352710 Lins";-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;6
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"352790 Lutécia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352800 Macatuba";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;36
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352880 Maracaí";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352900 Marília";-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;19
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"352920 Martinópolis";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352930 Matão";-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"352940 Mauá";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;16
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352970 Miguelópolis";-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;8
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;7
"352990 Miracatu";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353010 Mirandópolis";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"353030 Mirassol";-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;47
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"353050 Mococa";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"353060 Mogi das Cruzes";7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353070 Mogi Guaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;22
"353080 Mogi Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;4
"353110 Mongaguá";-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"353130 Monte Alto";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;5
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"353160 Monte Castelo";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353190 Morro Agudo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"353200 Morungaba";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"353210 Murutinga do Sul";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;5
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;5
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;6
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353286 Nova Castilho";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353290 Nova Europa";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;4
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353330 Nova Luzitânia";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353340 Nova Odessa";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"353325 Novais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353350 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3
"353390 Olímpia";-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;15
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353410 Oriente";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;21
"353440 Osasco";73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;124
"353490 Pacaembu";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353500 Palestina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;7
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;8
"353550 Paraguaçu Paulista";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353600 Parapuã";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353650 Paulínia";-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;22
"353660 Paulo de Faria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353670 Pederneiras";-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;9
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;13
"353710 Pedreira";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353730 Penápolis";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353740 Pereira Barreto";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"353760 Peruíbe";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"353810 Pindorama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"353860 Piracaia";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"353870 Piracicaba";-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;160
"353890 Pirajuí";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;5
"353910 Pirapora do Bom Jesus";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353930 Pirassununga";-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;11
"353940 Piratininga";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;5
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"353980 Poá";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;6
"354000 Pompéia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354020 Pontal";-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;24
"354025 Pontalinda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;9
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"354040 Populina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;11
"354060 Porto Feliz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;9
"354070 Porto Ferreira";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354075 Potim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"354080 Potirendaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;8
"354090 Pradópolis";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354100 Praia Grande";-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"354110 Presidente Alves";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;4
"354130 Presidente Epitácio";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"354140 Presidente Prudente";-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;26
"354150 Presidente Venceslau";-;-;-;-;-;-;-;-;-;-;232;-;-;-;-;-;-;232
"354160 Promissão";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"354165 Quadra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354170 Quatá";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;3
"354220 Rancharia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"354230 Redenção da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"354270 Restinga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354290 Ribeirão Bonito";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354330 Ribeirão Pires";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354340 Ribeirão Preto";-;-;-;-;-;-;-;-;-;-;-;-;1764;-;-;-;-;1764
"354370 Rincão";-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
